no	ono	date	uno	mno	quantity	togo	options	optionqty	price	complete
932	08971024	2024-08-11	78	3	2	0	1,6,8	1,1,2	8500	1
933	08984025	2024-08-11	93	78	2	0			6000	1
934	08996026	2024-08-11	118	120	2	0	6,7	2,1	18300	1
935	09004027	2024-08-11	21	72	3	0			9600	1
936	09012028	2024-08-11	62	44	1	0	6	1	4900	1
937	09025029	2024-08-11	75	110	2	0	1,6,8	1,1,1	15500	1
938	09038030	2024-08-11	77	143	2	0			7800	1
939	09038031	2024-08-11	77	144	3	0			11700	1
940	09042032	2024-08-11	78	36	2	0	6	2	9800	1
941	09057033	2024-08-11	106	135	3	0	6	2	14300	1
942	09062034	2024-08-11	123	36	3	0	6	1	12700	1
943	09076035	2024-08-11	136	121	2	0	6	1	16200	1
944	09084036	2024-08-11	138	76	2	0			6600	1
945	09096037	2024-08-11	139	116	1	0	7	1	5700	1
946	09108038	2024-08-11	2	145	1	0	6	1	4900	1
947	09111039	2024-08-11	11	5	3	0	1,3	2,2	12500	1
948	09127040	2024-08-11	37	128	3	0	6	1	13300	1
949	09133041	2024-08-11	38	48	1	0			5900	1
950	09148042	2024-08-11	40	144	1	0	6	1	4900	1
951	09156043	2024-08-11	47	120	3	0	6,7	1,1	25200	1
952	09165044	2024-08-11	51	109	2	0	8	2	12200	1
953	09172045	2024-08-11	54	39	2	0			9000	1
954	09184046	2024-08-11	61	90	2	0			4800	1
955	09192047	2024-08-11	64	44	3	0			11700	1
956	09204048	2024-08-11	92	89	3	0			8100	1
957	09217049	2024-08-11	8	126	2	0	6	1	9200	1
958	09221050	2024-08-11	31	6	3	0	1,2,8	1,1,1	13100	1
959	09232051	2024-08-11	33	37	3	0	6	1	12700	1
960	09245052	2024-08-11	53	109	1	0	1,6,8	1,1,1	7600	1
961	09252053	2024-08-11	55	39	1	0	6	1	5500	1
962	09268054	2024-08-11	56	142	2	0	6	1	8800	1
963	09276055	2024-08-11	73	117	1	0	6,7	1,1	8200	1
964	09281056	2024-08-11	77	23	3	0			10800	1
965	09297057	2024-08-11	78	135	2	0	6	1	9200	1
966	09308058	2024-08-11	91	140	3	0	6	2	13700	1
967	09314059	2024-08-11	98	71	3	0			9600	1
968	09325060	2024-08-11	105	98	1	0	6,8	1,1	6500	1
969	09338061	2024-08-11	109	144	2	0			7800	1
970	09343062	2024-08-11	115	64	3	0	6	2	18500	1
971	09356063	2024-08-11	119	125	3	0	7	1	21500	1
972	09362064	2024-08-11	135	42	1	0	6	1	5900	1
973	09377065	2024-08-11	143	128	3	0			12300	1
974	09376066	2024-08-11	143	120	1	0	6,7	1,1	9400	1
975	09384067	2024-08-11	3	90	2	0			4800	1
976	09391068	2024-08-11	19	8	3	0	3	2	14500	1
977	09405069	2024-08-11	24	98	2	0	1,8	2,1	11000	1
978	09414070	2024-08-11	36	80	2	0			6000	1
979	09421071	2024-08-11	40	3	3	0	1,6,8	1,2,1	11000	1
980	09438072	2024-08-11	59	137	1	0	6	1	4900	1
981	09445073	2024-08-11	64	110	2	0	1,6,8	2,2,2	18000	1
982	09458074	2024-08-11	66	141	3	0	6	1	12700	1
983	09462075	2024-08-11	83	39	3	0	6	2	15500	1
984	09466076	2024-08-11	83	118	1	0	6,7	1,1	8800	1
985	09472077	2024-08-11	91	32	2	0	6	1	8800	1
986	09483078	2024-08-11	94	66	3	0	6	2	24500	1
987	09498079	2024-08-11	99	136	3	0	6	2	13700	1
988	09508080	2024-08-11	110	141	3	0	6	1	12700	1
989	09516081	2024-08-11	115	123	2	0			14600	1
990	09526082	2024-08-11	127	116	2	0	7	2	11400	1
991	09534083	2024-08-11	5	88	3	0			8100	1
992	09545084	2024-08-11	24	105	3	0	1	1	16400	1
993	09552085	2024-08-11	50	44	3	0	6	1	12700	1
994	09561086	2024-08-11	101	23	2	0			7200	1
995	09574087	2024-08-11	109	77	2	0			13000	1
996	09587088	2024-08-11	117	133	3	0	6	2	14300	1
997	09597089	2024-08-11	123	135	1	0			4100	1
998	09592090	2024-08-11	123	42	2	0			9800	1
999	09603091	2024-08-11	134	46	2	0			11800	1
1000	09618001	2024-08-12	10	138	3	0	6	1	12700	1
1001	09623002	2024-08-12	35	55	2	0			11800	1
1002	09633003	2024-08-12	74	65	3	0			22500	1
1003	09644004	2024-08-12	75	84	1	0			2300	1
1004	09655005	2024-08-12	82	115	3	0	3	1	22100	1
1005	09667006	2024-08-12	85	131	2	0			8200	1
1006	09674007	2024-08-12	103	90	3	0			7200	1
1007	09681008	2024-08-12	112	19	2	0	1,3,6	2,2,1	10400	1
1008	09698009	2024-08-12	122	142	1	0	6	1	4900	1
1009	09706010	2024-08-12	126	121	2	0			15200	1
1010	09713011	2024-08-12	127	48	1	0	2	1	6400	1
1011	09724012	2024-08-12	134	84	2	0			4600	1
1012	09737013	2024-08-12	144	134	3	0	6	1	13300	1
1013	09746014	2024-08-12	2	117	2	0			13400	1
1014	09757015	2024-08-12	17	128	2	0	6	1	9200	1
1015	09768016	2024-08-12	31	144	1	0			3900	1
1016	09777017	2024-08-12	49	127	2	0	6	1	9200	1
1017	09783018	2024-08-12	53	64	1	0			5500	1
1018	09796019	2024-08-12	64	119	2	0	6	1	16800	1
1019	09808020	2024-08-12	71	143	1	0			3900	1
1020	09813021	2024-08-12	122	70	1	0			6900	1
1021	09823022	2024-08-12	135	49	1	0	2,7	1,1	6900	1
1022	09835023	2024-08-12	30	103	2	0	1,8	1,1	9900	1
1023	09844024	2024-08-12	33	73	3	0			10500	1
1024	09856025	2024-08-12	77	120	1	0	6,7	1,1	9400	1
1025	09866026	2024-08-12	96	125	3	0	6,7	1,2	23000	1
1026	09875027	2024-08-12	104	113	1	0	1,6	1,1	8000	1
1027	09884028	2024-08-12	118	73	2	0			7000	1
1028	09893029	2024-08-12	126	69	3	0	6	2	22700	1
1029	09903030	2024-08-12	137	59	2	0	6	2	15000	1
1030	09913031	2024-08-12	140	50	3	0	6,7	2,1	23200	1
1031	09927032	2024-08-12	28	126	2	0	6	1	9200	1
1032	09938033	2024-08-12	41	138	1	0	6	1	4900	1
1033	09943034	2024-08-12	50	68	3	0	6	1	23500	1
1034	09954035	2024-08-12	91	80	2	0			6000	1
1035	09962036	2024-08-12	104	35	3	0	6	2	18500	1
1036	09973037	2024-08-12	134	56	3	0			16800	1
1037	09981038	2024-08-12	136	23	2	0			7200	1
1038	09991039	2024-08-12	140	11	2	0	1,3,6	2,2,1	11000	1
1039	10005040	2024-08-12	4	109	2	0	8	1	11200	1
1040	10014041	2024-08-12	42	86	2	0			5000	1
1041	10022042	2024-08-12	67	40	2	0			9000	1
1042	10035043	2024-08-12	76	100	2	0	1,6,7	2,2,2	17200	1
1043	10043044	2024-08-12	86	69	2	0	6	2	15800	1
1044	10052045	2024-08-12	99	31	2	0	6	1	10800	1
1045	10064046	2024-08-12	102	89	1	0			2700	1
1046	10071047	2024-08-12	126	16	3	0	3	2	10000	1
1047	10082048	2024-08-12	128	35	2	0	6	2	13000	1
1048	10091049	2024-08-12	129	13	2	0	1,7	1,1	9600	1
1049	10107050	2024-08-12	135	128	2	0	6	2	10200	1
1050	10111051	2024-08-12	21	14	1	0	1	1	5000	1
1051	10125052	2024-08-12	43	112	2	0	1,6	1,1	13500	1
1052	10138053	2024-08-12	45	142	3	0	6	2	13700	1
1053	10145054	2024-08-12	63	99	1	0	1,6,8	1,1,1	10300	1
1054	10157055	2024-08-12	76	132	3	0	6	2	14300	1
1055	10167056	2024-08-12	93	129	3	0			12300	1
1056	10177057	2024-08-12	96	135	1	0	6	1	5100	1
1057	10183058	2024-08-12	4	50	2	0			13800	1
1058	10194059	2024-08-12	7	94	3	0			9300	1
1059	10203060	2024-08-12	27	52	1	0	6,7	1,1	8400	1
1060	10216061	2024-08-12	29	125	2	0	7	2	15000	1
1061	10221062	2024-08-12	30	13	1	0	1	1	4800	1
1062	10236063	2024-08-12	36	122	3	0	6,7	2,2	24900	1
1063	10245064	2024-08-12	38	112	2	0	1,6,8	2,2,1	16000	1
1064	10252065	2024-08-12	74	32	1	0			3900	1
1065	10265066	2024-08-12	104	104	3	0	1,6,8	2,1,1	24000	1
1066	10275067	2024-08-12	117	105	3	0	6,8	2,1	18900	1
1067	10281068	2024-08-12	122	19	3	0	1,3	2,2	13100	1
1068	10295069	2024-08-12	138	98	3	0	1,6,8	2,2,2	18500	1
1069	10301070	2024-08-12	5	21	1	0	6	1	4400	1
1070	10316071	2024-08-12	23	116	1	0	6,7	1,1	6700	1
1071	10324072	2024-08-12	30	84	3	0			6900	1
1072	10331073	2024-08-12	33	12	3	0	6,7	1,2	14900	1
1073	10341074	2024-08-12	38	13	2	0	7	2	9600	1
1074	10358075	2024-08-12	48	136	1	0			3900	1
1075	10361076	2024-08-12	62	15	1	0	1,2	1,1	4500	1
1076	10375077	2024-08-12	68	104	3	0	1,6,8	2,2,1	25000	1
1077	10382078	2024-08-12	69	36	1	0	6	1	4900	1
1078	10395079	2024-08-12	74	107	1	0	1,7	1,1	5500	1
1079	10403080	2024-08-12	89	53	1	0	7	1	6400	1
1080	10416081	2024-08-12	138	123	1	0	6	1	8300	1
1081	10422082	2024-08-12	150	31	3	0	6	2	16700	1
1082	10437001	2024-08-13	14	134	2	0			8200	1
1083	10444002	2024-08-13	21	84	2	0			4600	1
1084	10451003	2024-08-13	42	11	3	0	1,3	2,2	14000	1
1085	10463004	2024-08-13	48	67	1	0	6	1	8500	1
1086	10473005	2024-08-13	71	54	1	0	2,8	1,1	8400	1
1087	10488006	2024-08-13	84	138	2	0	6	1	8800	1
1088	10491007	2024-08-13	87	29	2	0	1	2	9400	1
1089	10498008	2024-08-13	87	141	1	0	6	1	4900	1
1090	10502009	2024-08-13	101	44	1	0			3900	1
1091	10514010	2024-08-13	104	92	2	0			4200	1
1092	10523011	2024-08-13	108	47	1	0			5500	1
1093	10537012	2024-08-13	148	129	3	0	6	1	13300	1
1094	10546013	2024-08-13	4	121	2	0	6,7	2,1	17700	1
1095	10546014	2024-08-13	4	119	3	0	6	1	24700	1
1096	10552015	2024-08-13	17	33	1	0	6	1	5900	1
1097	10564016	2024-08-13	21	92	1	0			2100	1
1098	10575017	2024-08-13	71	106	3	0	1,6,8	2,2,1	19900	1
1099	10586018	2024-08-13	85	122	2	0	6,7	1,1	16100	1
1100	10593019	2024-08-13	92	54	2	0	2	2	14800	1
1101	10602020	2024-08-13	103	37	3	0	6	1	12700	1
1102	10617021	2024-08-13	108	132	3	0	6	2	14300	1
1103	10628022	2024-08-13	117	145	1	0			3900	1
1104	10635023	2024-08-13	118	111	2	0	1,6,8	1,1,1	14500	1
1105	10647024	2024-08-13	119	129	3	0			12300	1
1106	10644025	2024-08-13	119	78	1	0			3000	1
1107	10658026	2024-08-13	120	142	1	0	6	1	4900	1
1108	10665027	2024-08-13	123	115	1	0	1,3,6	1,1,1	9200	1
1109	10672028	2024-08-13	147	32	2	0	6	1	8800	1
1110	10686029	2024-08-13	29	117	3	0	6	1	21100	1
1111	10698030	2024-08-13	46	138	2	0	6	2	9800	1
1112	10705031	2024-08-13	65	110	2	0	6,8	2,1	16000	1
1113	10715032	2024-08-13	97	113	1	0	1,3,6	1,1,1	8500	1
1114	10721033	2024-08-13	117	22	3	0	6,7	1,1	11700	1
1115	10732034	2024-08-13	131	38	2	0			7800	1
1116	10746035	2024-08-13	132	116	2	0	6,7	2,1	12900	1
1117	10752036	2024-08-13	135	41	3	0	6	1	15700	1
1118	10762037	2024-08-13	138	36	2	0	6	1	8800	1
1119	10773038	2024-08-13	144	56	3	0	6	1	17800	1
1120	10783039	2024-08-13	150	47	2	0	6	2	13000	1
1121	10798040	2024-08-13	7	141	3	0	6	2	13700	1
1122	10807041	2024-08-13	17	128	1	0	6	1	5100	1
1123	10813042	2024-08-13	21	57	3	0	6	1	15700	1
1124	10827043	2024-08-13	29	132	1	0	6	1	5100	1
1125	10833044	2024-08-13	45	68	1	0			7500	1
1126	10846045	2024-08-13	91	122	2	0	6,7	2,2	17600	1
1127	10853046	2024-08-13	93	59	3	0	6	1	20500	1
1128	10866047	2024-08-13	106	117	3	0	6	1	21100	1
1129	10875048	2024-08-13	116	98	1	0	1,6,8	1,1,1	7000	1
1130	10886049	2024-08-13	127	120	3	0	7	2	24700	1
1131	10893050	2024-08-13	128	68	1	0			7500	1
1132	10902051	2024-08-13	132	38	2	0			7800	1
1133	10912052	2024-08-13	139	33	2	0	6	2	11800	1
1134	10921053	2024-08-13	28	5	3	0	1	2	11500	1
1135	10938054	2024-08-13	49	136	1	0	6	1	4900	1
1136	10942055	2024-08-13	64	44	3	0			11700	1
1137	10957056	2024-08-13	78	127	3	0	6	1	13300	1
1138	10967057	2024-08-13	83	134	3	0			12300	1
1139	10971058	2024-08-13	142	14	2	0	1,6,7	1,1,2	11500	1
1140	10988059	2024-08-13	24	136	2	0	6	1	8800	1
1141	10994060	2024-08-13	47	82	1	0			2300	1
1142	11008061	2024-08-13	62	137	2	0			7800	1
1143	11016062	2024-08-13	63	123	2	0	6,7	2,1	17100	1
1144	11012063	2024-08-13	63	39	3	0	6	1	14500	1
1145	11023064	2024-08-13	83	61	3	0	6	1	17500	1
1146	11031065	2024-08-13	102	23	3	0			10800	1
1147	11042066	2024-08-13	139	43	1	0			3900	1
1148	11053067	2024-08-13	142	66	3	0	6	1	23500	1
1149	11066068	2024-08-13	148	121	2	0	6,7	2,2	18200	1
1150	11076069	2024-08-13	8	122	2	0	6,7	2,2	17600	1
1151	11083070	2024-08-13	23	66	3	0	6	1	23500	1
1152	11094071	2024-08-13	44	87	3	0			10500	1
1153	11106072	2024-08-13	55	116	1	0	6,7	1,1	6700	1
1154	11116073	2024-08-13	67	120	1	0	6,7	1,1	9400	1
1155	11121074	2024-08-13	85	25	2	0			7000	1
1156	11134075	2024-08-13	123	82	1	0			2300	1
1157	11142076	2024-08-13	150	38	3	0			11700	1
1158	11155077	2024-08-13	29	106	3	0	1,6,8	2,2,2	20900	1
1159	11165078	2024-08-13	41	115	1	0	6	1	8200	1
1160	11176079	2024-08-13	47	122	3	0	6	1	22900	1
1161	11187080	2024-08-13	52	135	2	0	6	2	10200	1
1162	11181081	2024-08-13	52	10	1	0	3,7	1,1	4800	1
1163	11195082	2024-08-13	57	111	2	0	1,6,8	1,1,1	14500	1
1164	11203083	2024-08-13	77	60	1	0			5500	1
1165	11215084	2024-08-13	102	102	2	0	1,6,8	2,1,2	18200	1
1166	11225085	2024-08-13	114	97	2	0	1,6,8	1,2,1	15300	1
1167	11235086	2024-08-13	117	98	2	0	1,6,8	1,2,2	13500	1
1168	11247087	2024-08-13	120	135	3	0			12300	1
1169	11254001	2024-08-14	18	77	2	0			13000	1
1170	11263002	2024-08-14	74	56	1	0	6	1	6600	1
1171	11275003	2024-08-14	77	113	1	0	3,6	1,1	8000	1
1172	11287004	2024-08-14	97	129	3	0			12300	1
1173	11292005	2024-08-14	109	39	1	0	6	1	5500	1
1174	11307006	2024-08-14	110	133	1	0	6	1	5100	1
1175	11317007	2024-08-14	133	132	1	0	6	1	5100	1
1176	11324008	2024-08-14	149	79	2	0			5600	1
1177	11331009	2024-08-14	9	6	2	0	1,2,8	2,2,2	11400	1
1178	11342010	2024-08-14	12	38	1	0	6	1	4900	1
1179	11358011	2024-08-14	32	143	3	0	6	1	12700	1
1180	11362012	2024-08-14	45	41	3	0	6	2	16700	1
1181	11374013	2024-08-14	46	95	1	0			3100	1
1182	11382014	2024-08-14	68	41	1	0	6	1	5900	1
1183	11393015	2024-08-14	71	49	3	0			17700	1
1184	11403016	2024-08-14	93	57	2	0			9800	1
1185	11402017	2024-08-14	93	37	2	0	6	1	8800	1
1186	11411018	2024-08-14	106	9	2	0	1,2	1,1	8000	1
1187	11427019	2024-08-14	113	126	1	0	6	1	5100	1
1188	11438020	2024-08-14	128	145	1	0	6	1	4900	1
1189	11442021	2024-08-14	129	37	1	0	6	1	4900	1
1190	11457022	2024-08-14	135	127	2	0	6	2	10200	1
1191	11467023	2024-08-14	140	130	2	0			8200	1
1192	11471024	2024-08-14	148	19	1	0	1,3	1,1	4700	1
1193	11483025	2024-08-14	14	51	1	0	6	1	7900	1
1194	11492026	2024-08-14	21	32	2	0	6	1	8800	1
1195	11504027	2024-08-14	22	71	2	0			6400	1
1196	11517028	2024-08-14	38	129	1	0	6	1	5100	1
1197	11522029	2024-08-14	49	33	2	0	6	2	11800	1
1198	11531030	2024-08-14	82	23	3	0			10800	1
1199	11543031	2024-08-14	90	56	3	0	6	2	18800	1
1200	11555032	2024-08-14	107	103	2	0	6	1	9400	1
1201	11564033	2024-08-14	126	90	2	0			4800	1
1202	11573034	2024-08-14	131	61	3	0			16500	1
1203	11586035	2024-08-14	142	116	1	0	6	1	6200	1
1204	11598036	2024-08-14	17	138	2	0	6	2	9800	1
1205	11607037	2024-08-14	65	131	2	0			8200	1
1206	11616038	2024-08-14	67	117	1	0	6	1	7700	1
1207	11625039	2024-08-14	69	108	3	0	1,6,7	1,1,1	16400	1
1208	11638040	2024-08-14	78	139	1	0	6	1	4900	1
1209	11645041	2024-08-14	84	107	2	0	1,7	1,1	10000	1
1210	11654042	2024-08-14	110	79	1	0			2800	1
1211	11663043	2024-08-14	124	66	2	0			15000	1
1212	11678044	2024-08-14	145	145	3	0	6	2	13700	1
1213	11686045	2024-08-14	150	124	1	0	6	1	8100	1
1214	11698046	2024-08-14	41	145	3	0	6	1	12700	1
1215	11708047	2024-08-14	58	137	2	0			7800	1
1216	11711048	2024-08-14	63	5	2	0	1	2	8000	1
1217	11721049	2024-08-14	82	16	2	0	2,3	2,2	8000	1
1218	11724050	2024-08-14	82	85	1	0			3500	1
1219	11738051	2024-08-14	116	142	2	0	6	1	8800	1
1220	11741052	2024-08-14	117	20	3	0	1,3,6	1,1,1	13100	1
1221	11752053	2024-08-14	121	33	3	0	6	2	16700	1
1222	11761054	2024-08-14	125	24	1	0			3600	1
1223	11778055	2024-08-14	128	138	1	0			3900	1
1224	11785056	2024-08-14	147	115	2	0	3	1	14900	1
1225	11793057	2024-08-14	6	51	3	0	6,7	2,2	23700	1
1226	11804058	2024-08-14	52	92	2	0			4200	1
1227	11817059	2024-08-14	59	134	3	0	6	2	14300	1
1228	11825060	2024-08-14	103	101	1	0	1,6,8	1,1,1	7000	1
1229	11835061	2024-08-14	108	114	3	0	3,6	2,2	23700	1
1230	11847062	2024-08-14	8	132	2	0			8200	1
1231	11852063	2024-08-14	19	33	2	0	6	2	11800	1
1232	11862064	2024-08-14	27	35	3	0	6	2	18500	1
1233	11862065	2024-08-14	27	39	2	0	6	1	10000	1
1234	11876066	2024-08-14	31	125	3	0	6,7	1,1	22500	1
1235	11884067	2024-08-14	36	82	2	0			4600	1
1236	11896068	2024-08-14	49	121	3	0	6,7	1,2	24800	1
1237	11902069	2024-08-14	55	41	1	0			4900	1
1238	11917070	2024-08-14	57	129	1	0			4100	1
1239	11926071	2024-08-14	60	117	3	0	7	2	21100	1
1240	11932072	2024-08-14	65	43	1	0	6	1	4900	1
1241	11946073	2024-08-14	83	124	3	0	6,7	1,2	23300	1
1242	11955074	2024-08-14	89	113	3	0	1,3,6	1,2,2	23000	1
1243	11967075	2024-08-14	127	132	2	0	6	2	10200	1
1244	11978076	2024-08-14	144	145	2	0			7800	1
1245	11988077	2024-08-14	146	140	3	0	6	1	12700	1
1246	11992078	2024-08-14	150	33	3	0	6	2	16700	1
1247	11991079	2024-08-14	150	13	1	0	1,6,7	1,1,1	6300	1
1248	12008080	2024-08-14	40	136	1	0			3900	1
1249	12014081	2024-08-14	41	74	1	0			3700	1
1250	12026082	2024-08-14	59	124	2	0	7	2	15200	1
1251	12035083	2024-08-14	76	104	1	0	1,8	1,1	8500	1
1252	12041084	2024-08-14	86	7	2	0	1,2	2,1	9500	1
1253	12058085	2024-08-14	120	145	3	0	6	1	12700	1
1254	12068086	2024-08-14	139	137	2	0			7800	1
1255	12076001	2024-08-15	21	118	3	0	6,7	2,2	24900	1
1256	12087002	2024-08-15	26	131	1	0	6	1	5100	1
1257	12093003	2024-08-15	27	55	3	0	6	1	18700	1
1258	12107004	2024-08-15	32	132	3	0			12300	1
1259	12118005	2024-08-15	83	143	3	0	6	2	13700	1
1260	12128006	2024-08-15	90	143	1	0	6	1	4900	1
1261	12131007	2024-08-15	96	25	3	0	1,2,3	1,2,2	13000	1
1262	12147008	2024-08-15	104	133	1	0	6	1	5100	1
1263	12157009	2024-08-15	118	135	1	0			4100	1
1264	12161010	2024-08-15	132	8	1	0			4500	1
1265	12176011	2024-08-15	135	118	1	0	6,7	1,1	8800	1
1266	12181012	2024-08-15	1	9	2	0			7000	1
1267	12194013	2024-08-15	24	79	3	0			8400	1
1268	12202014	2024-08-15	26	35	3	0	6	1	17500	1
1269	12217015	2024-08-15	27	127	2	0	6	2	10200	1
1270	12213016	2024-08-15	27	64	2	0			11000	1
1271	12228017	2024-08-15	50	142	1	0	6	1	4900	1
1272	12238018	2024-08-15	67	141	2	0			7800	1
1273	12241019	2024-08-15	69	14	3	0	6	1	14500	1
1274	12251020	2024-08-15	76	21	3	0	6	1	11200	1
1275	12268021	2024-08-15	98	142	3	0	6	1	12700	1
1276	12272022	2024-08-15	99	38	3	0	6	1	12700	1
1277	12281023	2024-08-15	122	14	2	0	1,6,7	2,1,2	12000	1
1278	12298024	2024-08-15	124	137	2	0			7800	1
1279	12304025	2024-08-15	10	76	1	0			3300	1
1280	12315026	2024-08-15	17	103	3	0	8	1	13600	1
1281	12326027	2024-08-15	21	123	1	0			7300	1
1282	12336028	2024-08-15	38	119	1	0	6,7	1,1	9400	1
1283	12342029	2024-08-15	54	36	2	0			7800	1
1284	12356030	2024-08-15	82	125	1	0	6,7	1,1	8500	1
1285	12362031	2024-08-15	96	43	3	0	6	1	12700	1
1286	12375032	2024-08-15	111	112	1	0	6,8	1,1	8000	1
1287	12383033	2024-08-15	121	63	2	0	6	2	11800	1
1288	12396034	2024-08-15	22	116	1	0	6,7	1,1	6700	1
1289	12404035	2024-08-15	28	89	2	0			5400	1
1290	12417036	2024-08-15	33	133	2	0			8200	1
1291	12428037	2024-08-15	46	143	2	0			7800	1
1292	12436038	2024-08-15	50	121	2	0	6,7	2,1	17700	1
1293	12441039	2024-08-15	72	25	2	0	3	2	8000	1
1294	12455040	2024-08-15	89	97	2	0	6,8	2,1	14800	1
1295	12464041	2024-08-15	90	82	2	0			4600	1
1296	12477042	2024-08-15	102	135	2	0			8200	1
1297	12481043	2024-08-15	105	24	2	0			7200	1
1298	12494044	2024-08-15	122	74	1	0			3700	1
1299	12502045	2024-08-15	131	40	2	0	6	2	11000	1
1300	12513046	2024-08-15	137	59	3	0			19500	1
1301	12523047	2024-08-15	10	46	2	0	6,7	2,1	14300	1
1302	12531048	2024-08-15	32	19	2	0	1,3,6	2,1,2	10900	1
1303	12543049	2024-08-15	34	55	2	0	6	2	13800	1
1304	12553050	2024-08-15	36	58	2	0	6	1	14800	1
1305	12567051	2024-08-15	40	132	1	0			4100	1
1306	12573052	2024-08-15	43	52	1	0	6,7	1,1	8400	1
1307	12575053	2024-08-15	43	112	1	0	1,8	1,1	7500	1
1308	12588054	2024-08-15	45	139	1	0	6	1	4900	1
1309	12593055	2024-08-15	52	66	2	0	6	1	16000	1
1310	12605056	2024-08-15	69	106	1	0	1,8	1,1	6800	1
1311	12612057	2024-08-15	94	33	1	0	6	1	5900	1
1312	12627058	2024-08-15	112	134	1	0	6	1	5100	1
1313	12633059	2024-08-15	139	46	3	0	7	2	18700	1
1314	12643060	2024-08-15	143	54	1	0	2,8	1,1	8400	1
1315	12651061	2024-08-15	22	27	1	0	7,8	1,1	4600	1
1316	12668062	2024-08-15	23	142	3	0	6	2	13700	1
1317	12678063	2024-08-15	26	144	2	0			7800	1
1318	12687064	2024-08-15	28	129	1	0			4100	1
1319	12694065	2024-08-15	48	78	3	0			9000	1
1320	12703066	2024-08-15	58	50	2	0	6	1	14800	1
1321	12711067	2024-08-15	103	10	1	0	1,7	1,1	4800	1
1322	12722068	2024-08-15	122	34	1	0			5500	1
1323	12732069	2024-08-15	1	34	3	0	6	1	17500	1
1324	12748070	2024-08-15	7	137	2	0			7800	1
1325	12757071	2024-08-15	9	130	1	0	6	1	5100	1
1326	12761072	2024-08-15	13	24	1	0			3600	1
1327	12775073	2024-08-15	14	113	1	0	1,3,6	1,1,1	8500	1
1328	12785074	2024-08-15	15	102	2	0			14200	1
1329	12797075	2024-08-15	33	130	3	0	6	1	13300	1
1330	12805076	2024-08-15	48	101	1	0	6,8	1,1	6500	1
1331	12815077	2024-08-15	52	112	3	0	1,6,8	2,2,2	23000	1
1332	12824078	2024-08-15	68	77	3	0			19500	1
1333	12833079	2024-08-15	72	58	1	0			6900	1
1334	12848080	2024-08-15	77	142	2	0	6	2	9800	1
1335	12853081	2024-08-15	85	66	1	0			7500	1
1336	12854082	2024-08-15	85	75	2	0			5400	1
1337	12861083	2024-08-15	89	26	1	0			3000	1
1338	12873084	2024-08-15	107	66	3	0	6	2	24500	1
1339	12883085	2024-08-15	131	68	3	0			22500	1
1340	12892086	2024-08-15	137	33	2	0	6	1	10800	1
1341	12902087	2024-08-15	139	40	2	0			9000	1
1342	12911088	2024-08-15	10	8	1	0	1,3	1,1	5500	1
1343	12922089	2024-08-15	24	33	2	0	6	2	11800	1
1344	12938090	2024-08-15	33	138	1	0	6	1	4900	1
1345	12946091	2024-08-15	38	124	3	0	6	2	23300	1
1346	12956092	2024-08-15	59	121	3	0	6	2	24800	1
1347	12963093	2024-08-15	70	46	3	0	6	2	19700	1
1348	12973094	2024-08-15	71	59	2	0			13000	1
1349	12984095	2024-08-15	85	95	2	0			6200	1
1350	12997096	2024-08-15	99	130	1	0	6	1	5100	1
1351	13002097	2024-08-15	126	33	2	0	6	2	11800	1
1352	13011098	2024-08-15	137	18	3	0	2,3	1,1	10000	1
1353	13027099	2024-08-15	140	131	1	0			4100	1
1354	13034001	2024-08-16	5	92	2	0			4200	1
1355	13046002	2024-08-16	13	116	3	0	7	1	16100	1
1356	13045003	2024-08-16	13	98	1	0			4500	1
1357	13054004	2024-08-16	22	78	2	0			6000	1
1358	13052005	2024-08-16	22	40	2	0			9000	1
1359	13068006	2024-08-16	24	140	2	0	6	1	8800	1
1360	13078007	2024-08-16	29	136	1	0	6	1	4900	1
1361	13083008	2024-08-16	36	61	1	0	6	1	6500	1
1362	13091009	2024-08-16	41	5	2	0	1,3	1,2	8500	1
1363	13106010	2024-08-16	90	116	2	0	6	1	11400	1
1364	13115011	2024-08-16	122	106	3	0	1,6,8	2,1,1	18900	1
1365	13121012	2024-08-16	124	17	1	0	6	1	4200	1
1366	13135013	2024-08-16	138	106	2	0	1,6,8	1,1,2	14100	1
1367	13141014	2024-08-16	11	5	2	0	1	1	7500	1
1368	13157015	2024-08-16	18	126	3	0	6	2	14300	1
1369	13161016	2024-08-16	37	20	1	0	6	1	4700	1
1370	13176017	2024-08-16	43	118	3	0	6	1	22900	1
1371	13184018	2024-08-16	56	95	2	0			6200	1
1372	13196019	2024-08-16	69	117	2	0	7	1	13900	1
1373	13203020	2024-08-16	73	48	1	0	2,7	1,1	6900	1
1374	13211021	2024-08-16	88	14	1	0			4500	1
1375	13222022	2024-08-16	103	35	2	0	6	2	13000	1
1376	13233023	2024-08-16	108	57	1	0			4900	1
1377	13244024	2024-08-16	112	93	3	0			6300	1
1378	13254025	2024-08-16	118	81	3	0			9000	1
1379	13265026	2024-08-16	119	102	3	0	8	1	22300	1
1380	13263027	2024-08-16	119	63	2	0	6	2	11800	1
1381	13276028	2024-08-16	142	118	2	0	6	2	16600	1
1382	13287029	2024-08-16	144	134	3	0			12300	1
1383	13291030	2024-08-16	8	28	2	0	1,2	1,2	9500	1
1384	13307031	2024-08-16	11	133	1	0			4100	1
